Motif	Factor	Evidence	Curated
NR3C1_disc3 NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_r1:MDscan#1#Intergenic	NR3C1	ChIP-seq	N
HSF_disc1 HSF1_HepG2_encode-Snyder_seq_hsa_forskolin_r1:MDscan#2#Intergenic	HSF1	ChIP-seq	N
IRF_disc2 IRF4_GM12878_encode-Myers_seq_hsa_M-17_r1:MDscan#3#Intergenic	IRF4	ChIP-seq	N
CTCFL_disc1 CTCFL_K562_encode-Myers_seq_hsa_v041610.1-SC-98982_r1:MDscan#2#Intergenic	CTCFL	ChIP-seq	N
NR3C1_disc4 NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_r1:MEME#2#Intergenic	NR3C1	ChIP-seq	N
PAX5_disc2 PAX5_GM12891_encode-Myers_seq_hsa_v041610.1-C20_r1:MDscan#1#Intergenic	PAX5	ChIP-seq	N
BCL_disc3 BCL3_H1-hESC_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic	BCL3	ChIP-seq	N
RXRA_disc1 PPARGC1A_HepG2_encode-Snyder_seq_hsa_forskolin_r1:MDscan#2#Intergenic	PPARGC1A	ChIP-seq	N
HDAC2_disc1 HDAC2_K562_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MEME#1#Intergenic	HDAC2	ChIP-seq	N
CTCF_disc5 CTCF_A549_encode-Myers_seq_hsa_EtOH-0.02pct_r1:AlignACE#1#Intergenic	CTCF	ChIP-seq	N
TATA_disc1 TAF1_GM12878_encode-Myers_seq_hsa_r1:MDscan#2#Intergenic	TAF1	ChIP-seq	N
CTCF_disc6 CTCF_AoAF_encode-Stam_seq_hsa_r1:Trawler#2#Intergenic	CTCF	ChIP-seq	N
TRIM28_disc1 TRIM28_U2OS_encode-Snyder_seq_hsa_r1:MDscan#3#Intergenic	TRIM28	ChIP-seq	N
TFAP2_disc1 TFAP2A_HeLa-S3_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic	TFAP2A	ChIP-seq	N
SMARC_disc2 SMARCC2_HeLa-S3_encode-Snyder_seq_hsa_IgG-mus_r1:MDscan#1#Intergenic	SMARCC2	ChIP-seq	N
TCF7L2_disc2 TCF7L2_HepG2b_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic	TCF7L2	ChIP-seq	N
AP1_disc4 JUND_GM12878_encode-Snyder_seq_hsa_r1:AlignACE#2#Intergenic	JUND	ChIP-seq	N
REST_disc4 REST_GM12878_encode-Myers_seq_hsa_PCR2x_r1:AlignACE#1#Intergenic	REST	ChIP-seq	N
PRDM1_disc2 PRDM1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-Val90_r1:MDscan#3#Intergenic	PRDM1	ChIP-seq	N
CTCF_disc7 CTCF_GM12875_encode-Stam_seq_hsa_r1:Weeder#3#Intergenic	CTCF	ChIP-seq	N
MAF_disc2 MAFF_HepG2_encode-Snyder_seq_hsa_IgG-rab-M8194_r1:Trawler#2#Intergenic	MAFF	ChIP-seq	N
NR2C2_disc2 NR2C2_GM12878_encode-Snyder_seq_hsa_r1:MEME#1#Intergenic	NR2C2	ChIP-seq	N
CCNT2_disc1 CCNT2_K562_encode-Snyder_seq_hsa_r1:MEME#3#Intergenic	CCNT2	ChIP-seq	N
CTCF_disc8 CTCF_HMEC_encode-Bernstein_seq_hsa_r1:AlignACE#3#Intergenic	CTCF	ChIP-seq	N
MYC_disc5 MYC_K562_encode-Snyder_seq_hsa_r1:MDscan#2#Intergenic	MYC	ChIP-seq	N
RAD21_disc4 RAD21_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_r1:Trawler#1#Intergenic	RAD21	ChIP-seq	N
TAL1_disc2 TAL1_K562_encode-Snyder_seq_hsa_IgG-mus-SC-12984_r1:Trawler#3#Intergenic	TAL1	ChIP-seq	N
RXRA_disc2 RXRA_GM12878_encode-Myers_seq_hsa_r1:MEME#3#Intergenic	RXRA	ChIP-seq	N
IRF_disc3 IRF1_K562_encode-Snyder_seq_hsa_IFNa30_r1:MEME#2#Intergenic	IRF1	ChIP-seq	N
FOXA_disc2 FOXA1_HepG2_encode-Myers_seq_hsa_v041610.1-C-20_r1:Trawler#3#Intergenic	FOXA1	ChIP-seq	N
E2F_disc2 E2F6_HeLa-S3_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic	E2F6	ChIP-seq	N
GATA_disc2 GATA2_HUVEC_encode-Snyder_seq_hsa_r1:MDscan#3#Intergenic	GATA2	ChIP-seq	N
CTCF_disc9 CTCF_HMF_encode-Stam_seq_hsa_r1:AlignACE#2#Intergenic	CTCF	ChIP-seq	N
TATA_disc2 TAF1_GM12891_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic	TAF1	ChIP-seq	N
TATA_disc3 TAF1_GM12892_encode-Myers_seq_hsa_v041610.2_r1:Trawler#2#Intergenic	TAF1	ChIP-seq	N
BCL_disc4 BCL11A_GM12878_encode-Myers_seq_hsa_r1:MEME#1#Intergenic	BCL11A	ChIP-seq	N
RAD21_disc5 RAD21_SK-N-SH-RA_encode-Myers_seq_hsa_v041610.2_r1:AlignACE#2#Intergenic	RAD21	ChIP-seq	N
EGR1_disc1 EGR1_H1-hESC_encode-Myers_seq_hsa_v041610.1_r1:MDscan#2#Intergenic	EGR1	ChIP-seq	N
EP300_disc3 EP300_HepG2_encode-Myers_seq_hsa_r1:MEME#2#Intergenic	EP300	ChIP-seq	N
SIN3A_disc3 SIN3A_H1-hESC_encode-Myers_seq_hsa_r1:Trawler#3#Intergenic	SIN3A	ChIP-seq	N
BCL_disc5 BCL3_K562_encode-Myers_seq_hsa_r1:Weeder#2#Intergenic	BCL3	ChIP-seq	N
HMGN3_disc1 HMGN3_K562_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic	HMGN3	ChIP-seq	N
AP1_disc5 FOS_K562_encode-White_seq_hsa_eGFP_r1:Trawler#3#Intergenic	FOS	ChIP-seq	N
AP1_disc6 JUND_H1-hESC_encode-Myers_seq_hsa_v041610.2_r1:MEME#2#Intergenic	JUND	ChIP-seq	N
PBX3_disc2 PBX3_GM12878_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic	PBX3	ChIP-seq	N
HEY1_disc1 HEY1_K562_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic	HEY1	ChIP-seq	N
SIRT6_disc1 SIRT6_K562_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic	SIRT6	ChIP-seq	N
TCF12_disc1 TCF12_H1-hESC_encode-Myers_seq_hsa_r1:MEME#1#Intergenic	TCF12	ChIP-seq	N
PBX3_disc3 PBX3_GM12878_encode-Myers_seq_hsa_r1:MEME#3#Intergenic	PBX3	ChIP-seq	N
HNF4_disc2 HNF4A_HepG2_encode-Myers_seq_hsa_v041610.1-H-171_r1:Trawler#3#Intergenic	HNF4A	ChIP-seq	N
REST_disc5 REST_HepG2_encode-Myers_seq_hsa_PCR2x_r1:AlignACE#2#Intergenic	REST	ChIP-seq	N
MYC_disc6 USF2_GM12878_encode-Snyder_seq_hsa_IgG-mus_r1:Trawler#1#Intergenic	USF2	ChIP-seq	N
NFKB_disc2 NFKB1_GM12878_encode-Snyder_seq_hsa_TNFa_r1:AlignACE#2#Intergenic	NFKB1	ChIP-seq	N
IRF_disc4 IRF1_K562_encode-Snyder_seq_hsa_IFNg6h_r1:MEME#2#Intergenic	IRF1	ChIP-seq	N
TCF12_disc2 TCF12_HepG2_encode-Myers_seq_hsa_r1:MDscan#2#Intergenic	TCF12	ChIP-seq	N
NFKB_disc3 NFKB1_GM10847_encode-Snyder_seq_hsa_IgG-rab_r1:Trawler#1#Intergenic	NFKB1	ChIP-seq	N
SETDB1_disc1 SETDB1_K562b_encode-Snyder_seq_hsa_r1:MEME#3#Intergenic	SETDB1	ChIP-seq	N
BCL_disc6 BCL3_GM12878_encode-Myers_seq_hsa_r1:MEME#1#Intergenic	BCL3	ChIP-seq	N
ZBTB33_disc2 ZBTB33_HepG2_encode-Myers_seq_hsa_r1:AlignACE#2#Intergenic	ZBTB33	ChIP-seq	N
IRF_disc5 IRF4_GM12878_encode-Myers_seq_hsa_M-17_r1:AlignACE#2#Intergenic	IRF4	ChIP-seq	N
HDAC2_disc2 HDAC2_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6296_r1:MDscan#1#Intergenic	HDAC2	ChIP-seq	N
RAD21_disc6 RAD21_HepG2_encode-Snyder_seq_hsa_IgG-rab_r1:AlignACE#3#Intergenic	RAD21	ChIP-seq	N
PAX5_disc3 PAX5_GM12878_encode-Myers_seq_hsa_N19_r1:MEME#1#Intergenic	PAX5	ChIP-seq	N
ETS_disc5 ETS1_K562_encode-Myers_seq_hsa_v041610.1_r1:Weeder#2#Intergenic	ETS1	ChIP-seq	N
E2F_disc3 E2F4_K562b_encode-Snyder_seq_hsa_r1:MEME#2#Intergenic	E2F4	ChIP-seq	N
CTCF_disc10 CTCF_HepG2_encode-Myers_seq_hsa_v041610.1_r1:Trawler#1#Intergenic	CTCF	ChIP-seq	N
RAD21_disc7 RAD21_H1-hESC_encode-Myers_seq_hsa_v041610.2_r1:AlignACE#2#Intergenic	RAD21	ChIP-seq	N
EP300_disc4 EP300_HepG2_encode-Myers_seq_hsa_r1:Trawler#2#Intergenic	EP300	ChIP-seq	N
TATA_disc4 TBP_K562_encode-Snyder_seq_hsa_IgG-mus_r1:MEME#1#Intergenic	TBP	ChIP-seq	N
NANOG_disc1 NANOG_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-33759_r1:MDscan#3#Intergenic	NANOG	ChIP-seq	N
STAT_disc4 STAT3_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab_r1:Trawler#1#Intergenic	STAT3	ChIP-seq	N
REST_disc6 REST_H1-hESC_encode-Myers_seq_hsa_v041610.2_r1:Trawler#2#Intergenic	REST	ChIP-seq	N
ZEB1_disc1 ZEB1_GM12878_encode-Myers_seq_hsa_v041610.2-SC-25388_r1:MEME#2#Intergenic	ZEB1	ChIP-seq	N
EGR1_disc2 EGR1_GM12878_encode-Myers_seq_hsa_PCR2x_r1:MEME#1#Intergenic	EGR1	ChIP-seq	N
EP300_disc5 EP300_GM12878_encode-Myers_seq_hsa_r1:MEME#2#Intergenic	EP300	ChIP-seq	N
RXRA_disc3 RXRA_GM12878_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic	RXRA	ChIP-seq	N
RAD21_disc8 RAD21_HepG2_encode-Myers_seq_hsa_v041610.1_r1:AlignACE#1#Intergenic	RAD21	ChIP-seq	N
MXI1_disc2 MXI1_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-bHLH_r1:MDscan#3#Intergenic	MXI1	ChIP-seq	N
NANOG_disc2 NANOG_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-33759_r1:MEME#2#Intergenic	NANOG	ChIP-seq	N
E2F_disc4 E2F4_K562b_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic	E2F4	ChIP-seq	N
HDAC2_disc3 HDAC2_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MEME#3#Intergenic	HDAC2	ChIP-seq	N
MEF2_disc2 MEF2C_GM12878_encode-Myers_seq_hsa_v041610.1-SC-13268_r1:Trawler#2#Intergenic	MEF2C	ChIP-seq	N
RFX5_disc3 RFX5_GM12878_encode-Snyder_seq_hsa_IgG-mus-N-494_r1:Trawler#2#Intergenic	RFX5	ChIP-seq	N
ZNF143_disc3 ZNF143_GM12878_encode-Snyder_seq_hsa_16618-1-AP_r1:AlignACE#1#Intergenic	ZNF143	ChIP-seq	N
SMC3_disc2 SMC3_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-ab9263_r1:Trawler#1#Intergenic	SMC3	ChIP-seq	N
MYC_disc7 MAX_GM12878_encode-Snyder_seq_hsa_r1:Trawler#1#Intergenic	MAX	ChIP-seq	N
ZBTB7A_disc1 ZBTB7A_K562_encode-Myers_seq_hsa_v041610.1-SC-34508_r1:MDscan#2#Intergenic	ZBTB7A	ChIP-seq	N
MEF2_disc3 MEF2C_GM12878_encode-Myers_seq_hsa_v041610.1-SC-13268_r1:Trawler#1#Intergenic	MEF2C	ChIP-seq	N
RAD21_disc9 RAD21_K562_encode-Snyder_seq_hsa_r1:Trawler#3#Intergenic	RAD21	ChIP-seq	N
TATA_disc5 TAF1_K562_encode-Myers_seq_hsa_v041610.1_r1:Trawler#3#Intergenic	TAF1	ChIP-seq	N
NFKB_disc4 NFKB1_GM18951_encode-Snyder_seq_hsa_IgG-rab_r1:Trawler#2#Intergenic	NFKB1	ChIP-seq	N
RAD21_disc10 RAD21_SK-N-SH-RA_encode-Myers_seq_hsa_v041610.2_r1:AlignACE#3#Intergenic	RAD21	ChIP-seq	N
PAX5_disc4 PAX5_GM12892_encode-Myers_seq_hsa_v041610.1-C20_r1:MEME#1#Intergenic	PAX5	ChIP-seq	N
SETDB1_disc2 SETDB1_U2OS_encode-Snyder_seq_hsa_r1:MDscan#2#Intergenic	SETDB1	ChIP-seq	N
REST_disc7 REST_H1-hESC_encode-Myers_seq_hsa_r1:Trawler#2#Intergenic	REST	ChIP-seq	N
SMC3_disc3 SMC3_K562_encode-Snyder_seq_hsa_IgG-rab-ab9263_r1:AlignACE#2#Intergenic	SMC3	ChIP-seq	N
IRF_disc6 IRF4_GM12878_encode-Myers_seq_hsa_M-17_r1:Trawler#3#Intergenic	IRF4	ChIP-seq	N
BATF_disc2 BATF_GM12878_encode-Myers_seq_hsa_r1:Trawler#3#Intergenic	BATF	ChIP-seq	N
MYC_disc8 MYC_HUVEC_encode-Crawford_seq_hsa_r1:Trawler#3#Intergenic	MYC	ChIP-seq	N
THAP1_disc2 THAP1_K562_encode-Myers_seq_hsa_v041610.1-SC-98174_r1:Trawler#2#Intergenic	THAP1	ChIP-seq	N
SMC3_disc4 SMC3_GM12878_encode-Snyder_seq_hsa_IgG-mus-ab9263_r1:Weeder#2#Intergenic	SMC3	ChIP-seq	N
RXRA_disc4 RXRA_GM12878_encode-Myers_seq_hsa_r1:MEME#1#Intergenic	RXRA	ChIP-seq	N
SIX5_disc4 SIX5_H1-hESC_encode-Myers_seq_hsa_r1:Trawler#1#Intergenic	SIX5	ChIP-seq	N
NRF1_disc2 NRF1_H1-hESC_encode-Snyder_seq_hsa_IgG-rab_r1:Trawler#1#Intergenic	NRF1	ChIP-seq	N
BDP1_disc1 GTF3C2_K562_encode-Snyder_seq_hsa_r1:MEME#3#Intergenic	GTF3C2	ChIP-seq	N
GATA_disc3 GATA2_HUVEC_encode-Snyder_seq_hsa_r1:MEME#2#Intergenic	GATA2	ChIP-seq	N
NFE2_disc3 NFE2_GM12878_encode-Snyder_seq_hsa_H-230_r1:AlignACE#2#Intergenic	NFE2	ChIP-seq	N
HDAC2_disc4 HDAC2_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MDscan#2#Intergenic	HDAC2	ChIP-seq	N
NFE2_disc4 NFE2_K562_encode-Snyder_seq_hsa_r1:AlignACE#3#Intergenic	NFE2	ChIP-seq	N
EP300_disc6 EP300_HeLa-S3_encode-Snyder_seq_hsa_IgG-rab-N-15_r1:Trawler#2#Intergenic	EP300	ChIP-seq	N
EGR1_disc3 EGR1_GM12878_encode-Myers_seq_hsa_v041610.1_r1:MDscan#3#Intergenic	EGR1	ChIP-seq	N
HDAC2_disc5 HDAC2_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6296_r1:Trawler#3#Intergenic	HDAC2	ChIP-seq	N
REST_disc8 REST_HeLa-S3_encode-Myers_seq_hsa_r1:AlignACE#2#Intergenic	REST	ChIP-seq	N
ATF3_disc3 ATF3_H1-hESC_encode-Myers_seq_hsa_v041610.2_r1:Trawler#3#Intergenic	ATF3	ChIP-seq	N
ESRRA_disc2 ESRRA_HepG2_encode-Snyder_seq_hsa_forskolin_r1:MEME#2#Intergenic	ESRRA	ChIP-seq	N
MYC_disc9 MAX_HUVEC_encode-Snyder_seq_hsa_r1:AlignACE#1#Intergenic	MAX	ChIP-seq	N
NR3C1_disc5 NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_r1:Trawler#3#Intergenic	NR3C1	ChIP-seq	N
HMGN3_disc2 HMGN3_K562_encode-Snyder_seq_hsa_r1:MEME#2#Intergenic	HMGN3	ChIP-seq	N
