Motif	Factor	Evidence	Curated
MA1636.1_CEBPG(var.2)	CEBPG	ChIP-seq	Y
MA0637.1_CENPB	CENPB	HT-SELEX	Y
MA0819.1_CLOCK	CLOCK	HT-SELEX	Y
MA0018.4_CREB1	CREB1	ChIP-seq	Y
MA0638.1_CREB3	CREB3	HT-SELEX	Y
MA0839.1_CREB3L1	CREB3L1	HT-SELEX	Y
MA0608.1_Creb3l2	Creb3l2	PBM	Y
MA1474.1_CREB3L4	CREB3L4	HT-SELEX	Y
MA1475.1_CREB3L4(var.2)	CREB3L4	HT-SELEX	Y
MA0840.1_Creb5	Creb5	HT-SELEX	Y
MA0609.2_CREM	CREM	ChIP-seq	Y
MA0467.1_Crx	Crx	ChIP-seq	Y
MA0139.1_CTCF	CTCF	ChIP-seq	Y
MA1102.2_CTCFL	CTCFL	ChIP-seq	Y
MA0754.1_CUX1	CUX1	HT-SELEX	Y
MA0755.1_CUX2	CUX2	HT-SELEX	Y
MA0639.1_DBP	DBP	HT-SELEX	Y
MA0019.1_Ddit3::Cebpa	Ddit3	SELEX	Y
MA0019.1_Ddit3::Cebpa	Cebpa	SELEX	Y
MA0879.1_Dlx1	Dlx1	PBM	Y
MA0885.1_Dlx2	Dlx2	HT-SELEX	Y
MA0880.1_Dlx3	Dlx3	PBM	Y
MA0881.1_Dlx4	Dlx4	PBM	Y
MA1476.1_DLX5	DLX5	HT-SELEX	Y
MA0882.1_DLX6	DLX6	HT-SELEX	Y
MA0883.1_Dmbx1	Dmbx1	PBM	Y
MA1603.1_Dmrt1	Dmrt1	ChIP-seq	Y
MA0610.1_DMRT3	DMRT3	PBM	Y
MA1478.1_DMRTA2	DMRTA2	HT-SELEX	Y
MA1479.1_DMRTC2	DMRTC2	HT-SELEX	Y
MA1480.1_DPRX	DPRX	HT-SELEX	Y
MA1481.1_DRGX	DRGX	HT-SELEX	Y
MA0611.1_Dux	Dux	PBM	Y
MA0468.1_DUX4	DUX4	ChIP-seq	Y
MA0884.1_DUXA	DUXA	HT-SELEX	Y
MA0024.3_E2F1	E2F1	HT-SELEX	Y
MA0864.2_E2F2	E2F2	HT-SELEX	Y
MA0469.3_E2F3	E2F3	HT-SELEX	Y
MA0470.2_E2F4	E2F4	HT-SELEX	Y
MA0471.2_E2F6	E2F6	ChIP-seq	Y
MA0758.1_E2F7	E2F7	HT-SELEX	Y
MA0865.1_E2F8	E2F8	HT-SELEX	Y
MA0154.4_EBF1	EBF1	ChIP-seq	Y
MA1604.1_Ebf2	Ebf2	ChIP-seq	Y
MA1637.1_EBF3	EBF3	ChIP-seq	Y
MA0162.4_EGR1	EGR1	ChIP-seq	Y
MA0472.2_EGR2	EGR2	HT-SELEX	Y
MA0732.1_EGR3	EGR3	HT-SELEX	Y
MA0733.1_EGR4	EGR4	HT-SELEX	Y
MA0598.3_EHF	EHF	ChIP-seq	Y
MA0473.3_ELF1	ELF1	ChIP-seq	Y
MA1483.1_ELF2	ELF2	HT-SELEX	Y
MA0640.2_ELF3	ELF3	ChIP-seq	Y
MA0641.1_ELF4	ELF4	HT-SELEX	Y
MA0136.2_ELF5	ELF5	HT-SELEX	Y
MA0028.2_ELK1	ELK1	HT-SELEX	Y
MA0759.1_ELK3	ELK3	HT-SELEX	Y
MA0076.2_ELK4	ELK4	ChIP-seq	Y
MA0612.2_EMX1	EMX1	HT-SELEX	Y
MA0886.1_EMX2	EMX2	HT-SELEX	Y
MA0027.2_EN1	EN1	HT-SELEX	Y
MA0642.1_EN2	EN2	HT-SELEX	Y
MA0800.1_EOMES	EOMES	HT-SELEX	Y
MA0760.1_ERF	ERF	HT-SELEX	Y
MA0474.2_ERG	ERG	HT-SELEX	Y
MA0112.3_ESR1	ESR1	HT-SELEX	Y
MA0258.2_ESR2	ESR2	ChIP-seq	Y
MA0592.3_ESRRA	ESRRA	ChIP-seq	Y
MA0141.3_ESRRB	ESRRB	HT-SELEX	Y
MA0643.1_Esrrg	Esrrg	HT-SELEX	Y
MA0644.1_ESX1	ESX1	HT-SELEX	Y
MA0098.3_ETS1	ETS1	HT-SELEX	Y
MA1484.1_ETS2	ETS2	HT-SELEX	Y
MA0761.2_ETV1	ETV1	ChIP-seq	Y
MA0762.1_ETV2	ETV2	HT-SELEX	Y
MA0763.1_ETV3	ETV3	HT-SELEX	Y
MA0764.2_ETV4	ETV4	ChIP-seq	Y
MA0765.2_ETV5	ETV5	ChIP-seq	Y
MA0645.1_ETV6	ETV6	HT-SELEX	Y
MA0887.1_EVX1	EVX1	HT-SELEX	Y
MA0888.1_EVX2	EVX2	HT-SELEX	Y
MA0149.1_EWSR1-FLI1	EWSR1-FLI1	ChIP-seq	Y
MA1485.1_FERD3L	FERD3L	HT-SELEX	Y
MA0156.2_FEV	FEV	HT-SELEX	Y
MA0820.1_FIGLA	FIGLA	HT-SELEX	Y
MA0475.2_FLI1	FLI1	HT-SELEX	Y
MA0476.1_FOS	FOS	ChIP-seq	Y
MA0099.3_FOS::JUN	FOS	SMiLE-seq	Y
MA0099.3_FOS::JUN	JUN	SMiLE-seq	Y
MA1126.1_FOS::JUN(var.2)	FOS	SMiLE-seq	Y
MA1126.1_FOS::JUN(var.2)	JUN	SMiLE-seq	Y
MA1134.1_FOS::JUNB	FOS	SMiLE-seq	Y
MA1134.1_FOS::JUNB	JUNB	SMiLE-seq	Y
MA1141.1_FOS::JUND	FOS	SMiLE-seq	Y
MA1141.1_FOS::JUND	JUND	SMiLE-seq	Y
MA1127.1_FOSB::JUN	FOSB	SMiLE-seq	Y
MA1127.1_FOSB::JUN	JUN	SMiLE-seq	Y
MA1135.1_FOSB::JUNB	FOSB	SMiLE-seq	Y
MA1135.1_FOSB::JUNB	JUNB	SMiLE-seq	Y
MA1136.1_FOSB::JUNB(var.2)	FOSB	SMiLE-seq	Y
MA1136.1_FOSB::JUNB(var.2)	JUNB	SMiLE-seq	Y
MA0477.2_FOSL1	FOSL1	ChIP-seq	Y
MA1128.1_FOSL1::JUN	FOSL1	SMiLE-seq	Y
MA1128.1_FOSL1::JUN	JUN	SMiLE-seq	Y
MA1129.1_FOSL1::JUN(var.2)	FOSL1	SMiLE-seq	Y
MA1129.1_FOSL1::JUN(var.2)	JUN	SMiLE-seq	Y
MA1137.1_FOSL1::JUNB	FOSL1	SMiLE-seq	Y
MA1137.1_FOSL1::JUNB	JUNB	SMiLE-seq	Y
MA1142.1_FOSL1::JUND	FOSL1	SMiLE-seq	Y
MA1142.1_FOSL1::JUND	JUND	SMiLE-seq	Y
MA1143.1_FOSL1::JUND(var.2)	FOSL1	SMiLE-seq	Y
MA1143.1_FOSL1::JUND(var.2)	JUND	SMiLE-seq	Y
MA0478.1_FOSL2	FOSL2	ChIP-seq	Y
MA1130.1_FOSL2::JUN	FOSL2	SMiLE-seq	Y
MA1130.1_FOSL2::JUN	JUN	SMiLE-seq	Y
MA1131.1_FOSL2::JUN(var.2)	FOSL2	SMiLE-seq	Y
MA1131.1_FOSL2::JUN(var.2)	JUN	SMiLE-seq	Y
MA1138.1_FOSL2::JUNB	FOSL2	SMiLE-seq	Y
MA1138.1_FOSL2::JUNB	JUNB	SMiLE-seq	Y
MA1139.1_FOSL2::JUNB(var.2)	FOSL2	SMiLE-seq	Y
MA1139.1_FOSL2::JUNB(var.2)	JUNB	SMiLE-seq	Y
MA1144.1_FOSL2::JUND	FOSL2	SMiLE-seq	Y
MA1144.1_FOSL2::JUND	JUND	SMiLE-seq	Y
MA1145.1_FOSL2::JUND(var.2)	FOSL2	SMiLE-seq	Y
MA1145.1_FOSL2::JUND(var.2)	JUND	SMiLE-seq	Y
MA0148.4_FOXA1	FOXA1	ChIP-seq	Y
MA0047.3_FOXA2	FOXA2	ChIP-seq	Y
MA1683.1_FOXA3	FOXA3	ChIP-seq	Y
MA0845.1_FOXB1	FOXB1	HT-SELEX	Y
MA0032.2_FOXC1	FOXC1	HT-SELEX	Y
MA0846.1_FOXC2	FOXC2	HT-SELEX	Y
MA0031.1_FOXD1	FOXD1	SELEX	Y
MA0847.2_FOXD2	FOXD2	HT-SELEX	Y
MA0041.1_Foxd3	Foxd3	SELEX	Y
MA1487.1_FOXE1	FOXE1	HT-SELEX	Y
MA1606.1_Foxf1	Foxf1	ChIP-seq	Y
MA0030.1_FOXF2	FOXF2	SELEX	Y
MA0613.1_FOXG1	FOXG1	PBM	Y
MA0479.1_FOXH1	FOXH1	ChIP-seq	Y
MA0042.2_FOXI1	FOXI1	HT-SELEX	Y
MA0614.1_Foxj2	Foxj2	PBM	Y
MA0851.1_Foxj3	Foxj3	PBM	Y
MA0852.2_FOXK1	FOXK1	ChIP-seq	Y
MA1103.2_FOXK2	FOXK2	ChIP-seq	Y
MA0033.2_FOXL1	FOXL1	HT-SELEX	Y
MA1607.1_Foxl2	Foxl2	ChIP-seq	Y
MA1489.1_FOXN3	FOXN3	PBM	Y
MA0480.1_Foxo1	Foxo1	ChIP-seq	Y
MA0157.2_FOXO3	FOXO3	HT-SELEX	Y
MA0848.1_FOXO4	FOXO4	HT-SELEX	Y
MA0849.1_FOXO6	FOXO6	HT-SELEX	Y
MA0481.3_FOXP1	FOXP1	ChIP-seq	Y
MA0593.1_FOXP2	FOXP2	ChIP-seq	Y
MA0850.1_FOXP3	FOXP3	HT-SELEX	Y
MA0040.1_Foxq1	Foxq1	SELEX	Y
MA0062.3_GABPA	GABPA	ChIP-seq	Y
MA0035.4_GATA1	GATA1	ChIP-seq	Y
MA0140.2_GATA1::TAL1	GATA1	ChIP-seq	Y
MA0140.2_GATA1::TAL1	TAL1	ChIP-seq	Y
MA0036.3_GATA2	GATA2	ChIP-seq	Y
MA0037.3_GATA3	GATA3	SMiLE-seq	Y
MA0482.2_GATA4	GATA4	ChIP-seq	Y
MA0766.2_GATA5	GATA5	HT-SELEX	Y
MA1104.2_GATA6	GATA6	ChIP-seq	Y
MA0889.1_GBX1	GBX1	HT-SELEX	Y
MA0890.1_GBX2	GBX2	HT-SELEX	Y
MA0646.1_GCM1	GCM1	HT-SELEX	Y
MA0767.1_GCM2	GCM2	HT-SELEX	Y
MA0038.2_GFI1	GFI1	HT-SELEX	Y
MA0483.1_Gfi1b	Gfi1b	ChIP-seq	Y
MA0734.2_GLI2	GLI2	HT-SELEX	Y
MA1491.1_GLI3	GLI3	HT-SELEX	Y
MA0735.1_GLIS1	GLIS1	HT-SELEX	Y
MA0736.1_GLIS2	GLIS2	HT-SELEX	Y
MA0737.1_GLIS3	GLIS3	HT-SELEX	Y
MA0615.1_Gmeb1	Gmeb1	PBM	Y
MA0862.1_GMEB2	GMEB2	HT-SELEX	Y
MA0647.1_GRHL1	GRHL1	HT-SELEX	Y
MA1105.2_GRHL2	GRHL2	ChIP-seq	Y
MA0648.1_GSC	GSC	HT-SELEX	Y
MA0891.1_GSC2	GSC2	HT-SELEX	Y
MA0892.1_GSX1	GSX1	HT-SELEX	Y
MA0893.2_GSX2	GSX2	HT-SELEX	Y
MA0092.1_Hand1::Tcf3	Hand1	SELEX	Y
MA0092.1_Hand1::Tcf3	Tcf3	SELEX	Y
MA1638.1_HAND2	HAND2	ChIP-seq	Y
MA1099.2_HES1	HES1	HT-SELEX	Y
MA0616.2_HES2	HES2	HT-SELEX	Y
MA0821.1_HES5	HES5	HT-SELEX	Y
MA1493.1_HES6	HES6	HT-SELEX	Y
MA0822.1_HES7	HES7	HT-SELEX	Y
MA0894.1_HESX1	HESX1	HT-SELEX	Y
MA0823.1_HEY1	HEY1	HT-SELEX	Y
MA0649.1_HEY2	HEY2	HT-SELEX	Y
MA0739.1_Hic1	Hic1	HT-SELEX	Y
MA0738.1_HIC2	HIC2	HT-SELEX	Y
MA1106.1_HIF1A	HIF1A	ChIP-seq	Y
MA0131.2_HINFP	HINFP	HT-SELEX	Y
MA0043.3_HLF	HLF	ChIP-seq	Y
MA0109.1_HLTF	HLTF	SELEX	Y
MA0895.1_HMBOX1	HMBOX1	HT-SELEX	Y
MA0896.1_Hmx1	Hmx1	PBM	Y
MA0897.1_Hmx2	Hmx2	PBM	Y
MA0898.1_Hmx3	Hmx3	PBM	Y
MA0046.2_HNF1A	HNF1A	HT-SELEX	Y
MA0153.2_HNF1B	HNF1B	HT-SELEX	Y
MA0114.4_HNF4A	HNF4A	ChIP-seq	Y
MA1494.1_HNF4A(var.2)	HNF4A	HT-SELEX	Y
MA0484.2_HNF4G	HNF4G	ChIP-seq	Y
MA1495.1_HOXA1	HOXA1	HT-SELEX	Y
MA0899.1_HOXA10	HOXA10	HT-SELEX	Y
MA0911.1_Hoxa11	Hoxa11	HT-SELEX	Y
MA0650.2_HOXA13	HOXA13	HT-SELEX	Y
MA0900.2_HOXA2	HOXA2	HT-SELEX	Y
MA1496.1_HOXA4	HOXA4	HT-SELEX	Y
MA0158.2_HOXA5	HOXA5	HT-SELEX	Y
MA1497.1_HOXA6	HOXA6	HT-SELEX	Y
MA1498.1_HOXA7	HOXA7	HT-SELEX	Y
MA0594.2_HOXA9	HOXA9	HT-SELEX	Y
MA0901.2_HOXB13	HOXB13	ChIP-seq	Y
MA0902.2_HOXB2	HOXB2	HT-SELEX	Y
MA0903.1_HOXB3	HOXB3	HT-SELEX	Y
MA1499.1_HOXB4	HOXB4	HT-SELEX	Y
MA0904.2_HOXB5	HOXB5	HT-SELEX	Y
MA1500.1_HOXB6	HOXB6	HT-SELEX	Y
MA1501.1_HOXB7	HOXB7	HT-SELEX	Y
MA1502.1_HOXB8	HOXB8	HT-SELEX	Y
MA1503.1_HOXB9	HOXB9	HT-SELEX	Y
MA0905.1_HOXC10	HOXC10	HT-SELEX	Y
MA0651.1_HOXC11	HOXC11	HT-SELEX	Y
MA0906.1_HOXC12	HOXC12	HT-SELEX	Y
MA0907.1_HOXC13	HOXC13	HT-SELEX	Y
MA1504.1_HOXC4	HOXC4	HT-SELEX	Y
MA1505.1_HOXC8	HOXC8	HT-SELEX	Y
MA0485.2_HOXC9	HOXC9	HT-SELEX	Y
MA1506.1_HOXD10	HOXD10	HT-SELEX	Y
MA0908.1_HOXD11	HOXD11	HT-SELEX	Y
MA0873.1_HOXD12	HOXD12	HT-SELEX	Y
MA0909.2_HOXD13	HOXD13	HT-SELEX	Y
MA0912.2_HOXD3	HOXD3	HT-SELEX	Y
MA1507.1_HOXD4	HOXD4	HT-SELEX	Y
MA0910.2_HOXD8	HOXD8	HT-SELEX	Y
MA0913.2_HOXD9	HOXD9	HT-SELEX	Y
MA0486.2_HSF1	HSF1	HT-SELEX	Y
MA0770.1_HSF2	HSF2	HT-SELEX	Y
MA0771.1_HSF4	HSF4	HT-SELEX	Y
MA1508.1_IKZF1	IKZF1	ChIP-seq	Y
MA0155.1_INSM1	INSM1	COMPILED	Y
MA0050.2_IRF1	IRF1	ChIP-seq	Y
MA0051.1_IRF2	IRF2	SELEX	Y
MA1418.1_IRF3	IRF3	HT-SELEX	Y
MA1419.1_IRF4	IRF4	HT-SELEX	Y
MA1420.1_IRF5	IRF5	HT-SELEX	Y
MA1509.1_IRF6	IRF6	HT-SELEX	Y
MA0772.1_IRF7	IRF7	HT-SELEX	Y
MA0652.1_IRF8	IRF8	HT-SELEX	Y
MA0653.1_IRF9	IRF9	HT-SELEX	Y
MA1608.1_Isl1	Isl1	ChIP-seq	Y
MA0914.1_ISL2	ISL2	HT-SELEX	Y
MA0654.1_ISX	ISX	HT-SELEX	Y
MA0655.1_JDP2	JDP2	HT-SELEX	Y
MA0656.1_JDP2(var.2)	JDP2	HT-SELEX	Y
MA0488.1_JUN	JUN	ChIP-seq	Y
MA1132.1_JUN::JUNB	JUN	SMiLE-seq	Y
MA1132.1_JUN::JUNB	JUNB	SMiLE-seq	Y
MA1133.1_JUN::JUNB(var.2)	JUN	SMiLE-seq	Y
MA1133.1_JUN::JUNB(var.2)	JUNB	SMiLE-seq	Y
MA0489.1_JUN(var.2)	JUN	ChIP-seq	Y
MA0490.2_JUNB	JUNB	ChIP-seq	Y
MA1140.2_JUNB(var.2)	JUNB	HT-SELEX	Y
MA0491.2_JUND	JUND	ChIP-seq	Y
MA0492.1_JUND(var.2)	JUND	ChIP-seq	Y
MA0493.1_Klf1	Klf1	ChIP-seq	Y
MA1511.1_KLF10	KLF10	HT-SELEX	Y
MA1512.1_KLF11	KLF11	HT-SELEX	Y
MA0742.1_Klf12	Klf12	HT-SELEX	Y
MA0657.1_KLF13	KLF13	HT-SELEX	Y
MA0740.1_KLF14	KLF14	HT-SELEX	Y
MA1513.1_KLF15	KLF15	ChIP-seq	Y
MA0741.1_KLF16	KLF16	HT-SELEX	Y
MA1514.1_KLF17	KLF17	HT-SELEX	Y
MA1515.1_KLF2	KLF2	HT-SELEX	Y
MA1516.1_KLF3	KLF3	HT-SELEX	Y
MA0039.4_KLF4	KLF4	ChIP-seq	Y
MA0599.1_KLF5	KLF5	ChIP-seq	Y
MA1517.1_KLF6	KLF6	HT-SELEX	Y
MA1107.2_KLF9	KLF9	ChIP-seq	Y
MA0618.1_LBX1	LBX1	PBM	Y
MA0699.1_LBX2	LBX2	HT-SELEX	Y
MA0768.1_LEF1	LEF1	HT-SELEX	Y
MA1518.1_LHX1	LHX1	HT-SELEX	Y
MA0700.2_LHX2	LHX2	ChIP-seq	Y
MA0135.1_Lhx3	Lhx3	SELEX	Y
MA0704.1_Lhx4	Lhx4	HT-SELEX	Y
MA1519.1_LHX5	LHX5	HT-SELEX	Y
MA0658.1_LHX6	LHX6	HT-SELEX	Y
MA0705.1_Lhx8	Lhx8	HT-SELEX	Y
MA0701.2_LHX9	LHX9	HT-SELEX	Y
MA0619.1_LIN54	LIN54	PBM	Y
MA0702.2_LMX1A	LMX1A	HT-SELEX	Y
MA0703.2_LMX1B	LMX1B	HT-SELEX	Y
MA1520.1_MAF	MAF	HT-SELEX	Y
MA0501.1_MAF::NFE2	MAF	ChIP-seq	Y
MA0501.1_MAF::NFE2	NFE2	ChIP-seq	Y
MA1521.1_MAFA	MAFA	HT-SELEX	Y
MA0117.2_Mafb	Mafb	HT-SELEX	Y
MA0495.3_MAFF	MAFF	ChIP-seq	Y
MA0659.2_MAFG	MAFG	ChIP-seq	Y
MA0496.3_MAFK	MAFK	ChIP-seq	Y
MA0058.3_MAX	MAX	HT-SELEX	Y
MA0059.1_MAX::MYC	MAX	SELEX	Y
MA0059.1_MAX::MYC	MYC	SELEX	Y
MA1522.1_MAZ	MAZ	ChIP-seq	Y
MA0029.1_Mecom	Mecom	SELEX	Y
MA0052.4_MEF2A	MEF2A	ChIP-seq	Y
MA0660.1_MEF2B	MEF2B	HT-SELEX	Y
MA0497.1_MEF2C	MEF2C	ChIP-seq	Y
MA0773.1_MEF2D	MEF2D	HT-SELEX	Y
MA0498.2_MEIS1	MEIS1	HT-SELEX	Y
MA1639.1_MEIS1(var.2)	MEIS1	ChIP-seq	Y
MA0774.1_MEIS2	MEIS2	HT-SELEX	Y
MA1640.1_MEIS2(var.2)	MEIS2	ChIP-seq	Y
MA0775.1_MEIS3	MEIS3	HT-SELEX	Y
MA0661.1_MEOX1	MEOX1	HT-SELEX	Y
MA0706.1_MEOX2	MEOX2	HT-SELEX	Y
MA0801.1_MGA	MGA	HT-SELEX	Y
MA0620.3_MITF	MITF	ChIP-seq	Y
MA0621.1_mix-a	mix-a	PBM	Y
MA0662.1_MIXL1	MIXL1	HT-SELEX	Y
MA0663.1_MLX	MLX	HT-SELEX	Y
MA0622.1_Mlxip	Mlxip	PBM	Y
MA0664.1_MLXIPL	MLXIPL	HT-SELEX	Y
MA0825.1_MNT	MNT	HT-SELEX	Y
MA0707.1_MNX1	MNX1	HT-SELEX	Y
MA1523.1_MSANTD3	MSANTD3	PBM	Y
MA0665.1_MSC	MSC	HT-SELEX	Y
MA1524.1_MSGN1	MSGN1	HT-SELEX	Y
MA0666.1_MSX1	MSX1	HT-SELEX	Y
MA0708.1_MSX2	MSX2	HT-SELEX	Y
MA0709.1_Msx3	Msx3	HT-SELEX	Y
MA0863.1_MTF1	MTF1	HT-SELEX	Y
MA1108.2_MXI1	MXI1	ChIP-seq	Y
MA0100.3_MYB	MYB	ChIP-seq	Y
MA0776.1_MYBL1	MYBL1	HT-SELEX	Y
MA0777.1_MYBL2	MYBL2	HT-SELEX	Y
MA0147.3_MYC	MYC	ChIP-seq	Y
MA0104.4_MYCN	MYCN	ChIP-seq	Y
MA1641.1_MYF5	MYF5	ChIP-seq	Y
MA0667.1_MYF6	MYF6	HT-SELEX	Y
MA0499.2_MYOD1	MYOD1	ChIP-seq	Y
MA0500.2_MYOG	MYOG	ChIP-seq	Y
MA0056.2_MZF1	MZF1	ChIP-seq	Y
MA0057.1_MZF1(var.2)	MZF1	SELEX	Y
MA1109.1_NEUROD1	NEUROD1	ChIP-seq	Y
MA0668.1_NEUROD2	NEUROD2	HT-SELEX	Y
MA0623.2_NEUROG1	NEUROG1	HT-SELEX	Y
MA0669.1_NEUROG2	NEUROG2	HT-SELEX	Y
MA1642.1_NEUROG2(var.2)	NEUROG2	ChIP-seq	Y
MA0606.1_NFAT5	NFAT5	PBM	Y
MA0624.1_NFATC1	NFATC1	PBM	Y
MA0152.1_NFATC2	NFATC2	COMPILED	Y
MA0625.1_NFATC3	NFATC3	PBM	Y
MA1525.1_NFATC4	NFATC4	HT-SELEX	Y
MA0841.1_NFE2	NFE2	HT-SELEX	Y
MA0089.2_NFE2L1	NFE2L1	ChIP-seq	Y
MA0150.2_Nfe2l2	Nfe2l2	ChIP-seq	Y
MA0670.1_NFIA	NFIA	HT-SELEX	Y
MA1643.1_NFIB	NFIB	ChIP-seq	Y
MA0161.2_NFIC	NFIC	ChIP-seq	Y
MA0119.1_NFIC::TLX1	NFIC	SELEX	Y
MA0119.1_NFIC::TLX1	TLX1	SELEX	Y
MA1527.1_NFIC(var.2)	NFIC	HT-SELEX	Y
MA0025.2_NFIL3	NFIL3	ChIP-seq	Y
MA0671.1_NFIX	NFIX	HT-SELEX	Y
MA1528.1_NFIX(var.2)	NFIX	HT-SELEX	Y
MA0105.4_NFKB1	NFKB1	HT-SELEX	Y
MA0778.1_NFKB2	NFKB2	HT-SELEX	Y
MA0060.3_NFYA	NFYA	ChIP-seq	Y
MA0502.2_NFYB	NFYB	ChIP-seq	Y
MA1644.1_NFYC	NFYC	ChIP-seq	Y
MA0048.2_NHLH1	NHLH1	HT-SELEX	Y
MA1529.1_NHLH2	NHLH2	HT-SELEX	Y
MA1645.1_NKX2-2	NKX2-2	ChIP-seq	Y
MA0672.1_NKX2-3	NKX2-3	HT-SELEX	Y
MA0063.2_NKX2-5	NKX2-5	ChIP-seq	Y
MA0503.1_Nkx2-5(var.2)	Nkx2-5	ChIP-seq	Y
MA0673.1_NKX2-8	NKX2-8	HT-SELEX	Y
MA0124.2_Nkx3-1	Nkx3-1	HT-SELEX	Y
MA0122.3_Nkx3-2	Nkx3-2	ChIP-seq	Y
MA0674.1_NKX6-1	NKX6-1	HT-SELEX	Y
MA0675.1_NKX6-2	NKX6-2	HT-SELEX	Y
MA1530.1_NKX6-3	NKX6-3	HT-SELEX	Y
MA0125.1_Nobox	Nobox	SELEX	Y
MA0710.1_NOTO	NOTO	HT-SELEX	Y
MA0626.1_Npas2	Npas2	PBM	Y
MA1531.1_NR1D1	NR1D1	HT-SELEX	Y
MA1532.1_NR1D2	NR1D2	HT-SELEX	Y
MA0115.1_NR1H2::RXRA	NR1H2	SELEX	Y
MA0115.1_NR1H2::RXRA	RXRA	SELEX	Y
MA0494.1_Nr1h3::Rxra	Nr1h3	ChIP-seq	Y
MA0494.1_Nr1h3::Rxra	Rxra	ChIP-seq	Y
MA1110.1_NR1H4	NR1H4	ChIP-seq	Y
MA1146.1_NR1H4::RXRA	NR1H4	SMiLE-seq	Y
MA1146.1_NR1H4::RXRA	RXRA	SMiLE-seq	Y
MA1533.1_NR1I2	NR1I2	HT-SELEX	Y
MA1534.1_NR1I3	NR1I3	HT-SELEX	Y
MA1535.1_NR2C1	NR2C1	HT-SELEX	Y
MA0504.1_NR2C2	NR2C2	ChIP-seq	Y
MA1536.1_NR2C2(var.2)	NR2C2	HT-SELEX	Y
MA0676.1_Nr2e1	Nr2e1	HT-SELEX	Y
MA0164.1_Nr2e3	Nr2e3	SELEX	Y
MA0017.2_NR2F1	NR2F1	HT-SELEX	Y
